iata_code;location_type;country_code;geoname_link;name;asciiname;lang_code;name_list
FNA;C;SL;http://geonames.org/2409306 ;0.0110158298004;Freetown;Freetown;ar;فريتاون
FRA;A;DE;http://geonames.org/6290293 ;0.517136821971;Frankfurt Airport;Frankfurt Airport;ar;مطار فرانكفورت
FRA;C;DE;http://geonames.org/2925533 ;0.520313528107;Frankfurt am Main;Frankfurt am Main;ar;فرانكفورت
FSC;A;FR;http://geonames.org/6299394 ;0.00816132528185;Figari - Sud-Corse;Figari - Sud-Corse;ar;
FSC;C;FR;http://geonames.org/6620210 ;0.00816132528185;Figari;Figari;ar;
GIZ;A;SA;http://geonames.org/6300014 ;0.0254191558764;Jizan Regional Airport;Jizan Regional Airport;ar;مطار الملك عبد الله الإقليمي
GIZ;C;SA;http://geonames.org/105299 ;0.0254191558764;Jizan;Jizan;ar;Jāzān=Djāzān=Qīzān=Jīzān=جازان|p
GOA;A;IT;http://geonames.org/3212474 ;0.0201494235858;Genoa Cristoforo Colombo Airport;Genoa Cristoforo Colombo Airport;ar;
GOA;C;IT;http://geonames.org/3176219 ;0.0201494235858;Genoa;Genoa;ar;جنوة
GOI;A;IN;http://geonames.org/6301037 ;0.0339107610144;Goa International Airport;Goa International Airport;ar;
GOI;C;IN;http://geonames.org/1271156 ;0.0339107610144;Goa;Goa;ar;
GOT;A;SE;http://geonames.org/6296790 ;0.0564443698892;Gothenburg-Landvetter Airport;Gothenburg-Landvetter Airport;ar;
GOT;C;SE;http://geonames.org/2711537 ;0.0564443698892;Göteborg;Goeteborg;ar;غوتنبرغ
GRJ;A;ZA;http://geonames.org/1002148 ;0.0177600047015;George Airport;George Airport;ar;
GRJ;C;ZA;http://geonames.org/1002145 ;0.0177600047015;George;George;ar;
GVA;A;CH;http://geonames.org/2660644 ;0.143457691004;Aéroport Genève-Cointrin;Aeroport Geneve-Cointrin;ar;
GVA;C;CH;http://geonames.org/2660646 ;0.143457691004;Genève;Geneve;ar;جنيف
HAJ;A;DE;http://geonames.org/3206636 ;0.0598218171104;Hannover-Langenhagen Airport;Hannover-Langenhagen Airport;ar;
HAJ;C;DE;http://geonames.org/2910831 ;0.0598218171104;Hannover;Hannover;ar;هانوفر
HAM;A;DE;http://geonames.org/3208174 ;0.136233591434;Hamburg Airport;Hamburg Airport;ar;
HAM;C;DE;http://geonames.org/2911298 ;0.124772224767;Hamburg;Hamburg;ar;هامبورغ
HAN;A;VN;http://geonames.org/6301877 ;0.112072583397;Noi Bai International Airport;Noi Bai International Airport;ar;
HAN;C;VN;http://geonames.org/1581130 ;0.112072583397;Hanoi;Hanoi;ar;هانوي
HAS;A;SA;http://geonames.org/395011 ;0.0193216405036;Ha'il Regional Airport;Ha'il Regional Airport;ar;Ḩā’il Airport=مطار حائل الإقليمي
HAS;C;SA;http://geonames.org/106281 ;0.0193216405036;Ha'il;Ha'il;ar;حائل
HBE;A;EG;http://geonames.org/6297292 ;0.023880678594;Alexandria Borg El Arab Airport;Alexandria Borg El Arab Airport;ar;
HEL;A;FI;http://geonames.org/6301511 ;0.239224380177;Helsinki-Vantaa Airport;Helsinki-Vantaa Airport;ar;
HEL;C;FI;http://geonames.org/658225 ;0.239224380177;Helsinki;Helsinki;ar;هلسنكي
HKG;A;HK;http://geonames.org/6301089 ;0.344362352606;Hong Kong International Airport;Hong Kong International Airport;ar;مطار هونغ كونغ الدولي
HKG;C;HK;http://geonames.org/1819729 ;0.344362352606;Hong Kong;Hong Kong;ar;هونغ كونغ
HOF;CA;SA;http://geonames.org/6300009 ;0.00872072423075;Al Ahsa Airport;Al Ahsa Airport;ar;
HRE;A;ZW;http://geonames.org/1106437 ;0.0345444435323;Harare International Airport;Harare International Airport;ar;
HRE;C;ZW;http://geonames.org/890299 ;0.0345444435323;Harare;Harare;ar;هراري
HYD;A;IN;http://geonames.org/7729997 ;0.0953924301072;Rajiv Gandhi International Airport;Rajiv Gandhi International Airport;ar;
HYD;C;IN;http://geonames.org/1269843 ;0.0953924301072;Hyderabad;Hyderabad;ar;حیدر آباد
IAD;A;US;http://geonames.org/4792325 ;0.241100194577;Washington Dulles International Airport;Washington Dulles International Airport;ar;مطار واشنطن دالاس الدولي
IAH;A;US;http://geonames.org/4693268 ;0.301720032358;George Bush Intercontinental Airport;George Bush Intercontinental Airport;ar;مطار جورج بوش الدولي
ICN;A;KR;http://geonames.org/6300433 ;0.211399457304;Incheon International Airport;Incheon International Airport;ar;مطار إنشيون الدولي
IDR;A;IN;http://geonames.org/6301038 ;0.0186637479841;Devi Ahilyabai Holkar International Airport;Devi Ahilyabai Holkar International Airport;ar;
IDR;C;IN;http://geonames.org/1269743 ;0.0186637479841;Indore;Indore;ar;إندور
IEV;A;UA;http://geonames.org/6300960 ;0.0186715253843;Kyiv Zhuliany International Airport;Kyiv Zhuliany International Airport;ar;
IEV;C;UA;http://geonames.org/703448 ;0.101770816054;Kiev;Kiev;ar;كييف
IND;A;US;http://geonames.org/4259427 ;0.0536628020185;Indianapolis International Airport;Indianapolis International Airport;ar;مطار إنديانابوليس الدولي
IND;C;US;http://geonames.org/4259418 ;0.0536628020185;Indianapolis;Indianapolis;ar;إنديانابوليس، إنديانا
ISB;A;PK;http://geonames.org/6300119 ;0.0543789907246;Benazir Bhutto International Airport;Benazir Bhutto International Airport;ar;مطار بينظير بوتو الدولي
ISB;C;PK;http://geonames.org/1176615 ;0.0543789907246;Islamabad;Islamabad;ar;إسلام آباد
IST;A;TR;http://geonames.org/6299743 ;0.534654882148;Istanbul Atatürk Airport;Istanbul Atatuerk Airport;ar;مطار أتاتورك الدولي
IST;C;TR;http://geonames.org/745044 ;0.451301167178;İstanbul;Istanbul;ar;اسطنبول
IXB;CA;IN;http://geonames.org/6301067 ;0.0107234040948;Bagdogra Airport;Bagdogra Airport;ar;
IXC;A;IN;http://geonames.org/7668602 ;0.0125744921668;Chandigarh International Airport;Chandigarh International Airport;ar;
IXC;C;IN;http://geonames.org/1274746 ;0.0125744921668;Chandigarh;Chandigarh;ar;
IXE;A;IN;http://geonames.org/6301126 ;0.0149544662376;Mangalore Airport;Mangalore Airport;ar;
IXE;C;IN;http://geonames.org/1263780 ;0.0149544662376;Mangalore;Mangalore;ar;مانغلور
IXL;A;IN;http://geonames.org/7668606 ;0.0073806622203;Kushok Bakula Rimpochhe Airport;Kushok Bakula Rimpochhe Airport;ar;
IXL;C;IN;http://geonames.org/1264976 ;0.0073806622203;Leh;Leh;ar;لياه
IXM;A;IN;http://geonames.org/6301125 ;0.0179410648379;Madurai Airport;Madurai Airport;ar;
IXM;C;IN;http://geonames.org/1264521 ;0.0179410648379;Madurai;Madurai;ar;مادوراي
IXU;A;IN;http://geonames.org/6301031 ;0.00771836957872;Aurangabad Airport;Aurangabad Airport;ar;
IXU;C;IN;http://geonames.org/1278149 ;0.00771836957872;Aurangabad;Aurangabad;ar;
IXZ;A;IN;http://geonames.org/7910160 ;0.00780104982434;Veer Savarkar International Airport;Veer Savarkar International Airport;ar;
IXZ;C;IN;http://geonames.org/1259385 ;0.00780104982434;Port Blair;Port Blair;ar;
JAI;A;IN;http://geonames.org/6301101 ;0.0275821514041;Jaipur Airport;Jaipur Airport;ar;
JAI;C;IN;http://geonames.org/1269515 ;0.0275821514041;Jaipur;Jaipur;ar;جايبور
JDH;A;IN;http://geonames.org/6301100 ;0.00717829385762;Jodhpur Airport;Jodhpur Airport;ar;
JDH;C;IN;http://geonames.org/1268865 ;0.00717829385762;Jodhpur;Jodhpur;ar;جودبور
JED;A;SA;http://geonames.org/6300018 ;0.182700888258;Jeddah King Abdul Aziz International Airport;Jeddah King Abdul Aziz International Airport;ar;
JED;C;SA;http://geonames.org/105343 ;0.182700888258;Jeddah;Jeddah;ar;جدة
JFK;A;US;http://geonames.org/5122732 ;0.295644595254;John F. Kennedy International Airport;John F. Kennedy International Airport;ar;مطار جون إف كينيدي الدولي
JNB;A;ZA;http://geonames.org/993986 ;0.281756652719;O.R. Tambo International Airport;O.R. Tambo International Airport;ar;
JNB;C;ZA;http://geonames.org/993800 ;0.281756652719;Johannesburg;Johannesburg;ar;جوهانسبرغ
JOG;A;ID;http://geonames.org/6301225 ;0.0613680932648;Adisucipto International Airport;Adisucipto International Airport;ar;
JOG;C;ID;http://geonames.org/1621177 ;0.0613680932648;Yogyakarta;Yogyakarta;ar;يوجياكرتا
KAN;A;NG;http://geonames.org/2335202 ;0.0120633136598;Kano;Kano;ar;
KAN;C;NG;http://geonames.org/2335204 ;0.0120633136598;Kano;Kano;ar;كانو
KBP;A;UA;http://geonames.org/6300952 ;0.0965755941685;Kiev Boryspil International Airport;Kiev Boryspil International Airport;ar;
KHI;A;PK;http://geonames.org/6300111 ;0.0945295323473;Karachi Airport;Karachi Airport;ar;
KHI;C;PK;http://geonames.org/1174872 ;0.0945295323473;Karachi;Karachi;ar;كراتشي
KIM;A;ZA;http://geonames.org/1021328 ;0.0100367305955;Kimberly Airport;Kimberly Airport;ar;
KIM;C;ZA;http://geonames.org/990930 ;0.0100367305955;Kimberley;Kimberley;ar;
KMC;A;SA;http://geonames.org/391768 ;0.00473797457949;King Khalid Military City Airport;King Khalid Military City Airport;ar;
KMC;C;SA;http://geonames.org/8449855 ;0.00473797457949;King Khalid Military City;King Khalid Military City;ar;مدينة الملك خالد العسكرية
KRT;A;SD;http://geonames.org/372536 ;0.0722870454698;Khartoum International Airport;Khartoum International Airport;ar;
KRT;C;SD;http://geonames.org/379252 ;0.0722870454698;Khartoum;Khartoum;ar;خرطوم
KTM;A;NP;http://geonames.org/1282644 ;0.0864244461148;Tribhuvan International Airport;Tribhuvan International Airport;ar;
KTM;C;NP;http://geonames.org/1283240 ;0.0864244461148;Kathmandu;Kathmandu;ar;كاتماندو
KUL;A;MY;http://geonames.org/6301255 ;0.35382665018;Kuala Lumpur International Airport;Kuala Lumpur International Airport;ar;مطار كوالالمبور الدولي
KUL;C;MY;http://geonames.org/1735161 ;0.357184419859;Kuala Lumpur;Kuala Lumpur;ar;كوالالمبور
KWI;A;KW;http://geonames.org/6300091 ;0.0971983087099;Kuwait Internationalairport;Kuwait Internationalairport;ar;كُوَيْت إِنْتَرْنَتُِنَل
KWI;C;KW;http://geonames.org/285787 ;0.0971983087099;Kuwait City;Kuwait City;ar;مدينة الكويت=اَلْكُوَيْت
KZN;A;RU;http://geonames.org/6301022 ;0.0301183277428;Kazan International Airport;Kazan International Airport;ar;
KZN;C;RU;http://geonames.org/551487 ;0.0301183277428;Kazan;Kazan;ar;قازان
LAS;A;US;http://geonames.org/5507974 ;0.209089413858;McCarran International Airport;McCarran International Airport;ar;
LAS;C;US;http://geonames.org/5506956 ;0.215583762565;Las Vegas;Las Vegas;ar;لاس فيغاس، نيفادا
LAX;A;US;http://geonames.org/5368418 ;0.427256724211;Los Angeles International Airport;Los Angeles International Airport;ar;مطار لوس أنجلوس الدولي
LAX;C;US;http://geonames.org/5368361 ;0.427256724211;Los Angeles;Los Angeles;ar;لوس أنجلوس=لوس آنجلس
LBV;A;GA;http://geonames.org/6297072 ;0.0359932143286;Libreville Airport;Libreville Airport;ar;
LBV;C;GA;http://geonames.org/2399697 ;0.0359932143286;Libreville;Libreville;ar;ليبرفيل
LCA;A;CY;http://geonames.org/414646 ;0.0378089265164;Larnaca International Airport;Larnaca International Airport;ar;مطار لارنكا الدولي
LCA;C;CY;http://geonames.org/146400 ;0.0378089265164;Larnaca;Larnaca;ar;لارنكا
LCG;A;ES;http://geonames.org/6299332 ;0.0178092606434;A Coruña Airport;A Coruna Airport;ar;
LCG;C;ES;http://geonames.org/3119841 ;0.0178092606434;A Coruña;A Coruna;ar;لا كورونيا
LDE;CA;FR;http://geonames.org/6299378 ;0.00852793836369;Tarbes-Lourdes-Pyrénées Airport;Tarbes-Lourdes-Pyrenees Airport;ar;
LED;A;RU;http://geonames.org/6300971 ;0.157141346603;Pulkovo Airport;Pulkovo Airport;ar;مطار بولكوفو
LED;C;RU;http://geonames.org/498817 ;0.157141346603;Saint Petersburg;Saint Petersburg;ar;سانت بطرسبرغ
LEI;A;ES;http://geonames.org/6299325 ;0.00949764737298;Almería Airport;Almeria Airport;ar;
LEI;C;ES;http://geonames.org/2521886 ;0.0134958533752;Almería;Almeria;ar;ألمرية
LEJ;A;DE;http://geonames.org/6615410 ;0.0371647201648;Leipzig-Halle Airport;Leipzig-Halle Airport;ar;
LEJ;C;DE;http://geonames.org/2879139 ;0.0371647201648;Leipzig;Leipzig;ar;لايبزيغ
LFW;A;TG;http://geonames.org/6296482 ;0.0252362446522;Lomé–Tokoin Airport;Lome-Tokoin Airport;ar;
LFW;C;TG;http://geonames.org/2365267 ;0.0252362446522;Lomé;Lome;ar;لومي
LHE;A;PK;http://geonames.org/1331475 ;0.044179680409;Allama Iqbal International Airport;Allama Iqbal International Airport;ar;
LHE;C;PK;http://geonames.org/1172451 ;0.044179680409;Lahore;Lahore;ar;لاهور
LHR;A;GB;http://geonames.org/2647216 ;0.808784971382;London Heathrow Airport;London Heathrow Airport;ar;مطار لندن هيثرو
LIG;A;FR;http://geonames.org/6299374 ;0.00910739640627;Limoges-Bellegarde;Limoges-Bellegarde;ar;
LIG;C;FR;http://geonames.org/2998286 ;0.00910739640627;Limoges;Limoges;ar;ليموج
LIS;A;PT;http://geonames.org/6301792 ;0.165949366573;Lisboa / Portela;Lisboa / Portela;ar;
LIS;C;PT;http://geonames.org/2267057 ;0.165949366573;Lisbon;Lisbon;ar;لشبونة
LJU;A;SI;http://geonames.org/3215733 ;0.0550219038426;Ljubljana Jože Pučnik Airport;Ljubljana Joze Pucnik Airport;ar;
LJU;C;SI;http://geonames.org/3196359 ;0.0550219038426;Ljubljana;Ljubljana;ar;ليوبليانا
LKO;A;IN;http://geonames.org/6301873 ;0.0360016248914;Chaudhary Charan Singh Airport;Chaudhary Charan Singh Airport;ar;
LKO;C;IN;http://geonames.org/1264733 ;0.0360016248914;Lucknow;Lucknow;ar;لكناو
LOP;A;ID;http://geonames.org/8051259 ;0.043184123938;Lombok International Airport;Lombok International Airport;ar;
LOP;C;ID;http://geonames.org/1630662 ;0.043184123938;Praya;Praya;ar;
LOP;C;ID;http://geonames.org/8659091 ;0.043184123938;Lombok;Lombok;ar;
LOS;A;NG;http://geonames.org/2332458 ;0.110935490577;Murtala Mohammed International Airport;Murtala Mohammed International Airport;ar;
LOS;C;NG;http://geonames.org/2332459 ;0.110935490577;Lagos;Lagos;ar;لاغوس
LRT;A;FR;http://geonames.org/6301773 ;0.00979116049313;Lorient - Lann-Bihoué;Lorient - Lann-Bihoue;ar;
LRT;C;FR;http://geonames.org/2997577 ;0.00979116049313;Lorient;Lorient;ar;
LVI;A;ZM;http://geonames.org/910109 ;0.0169908890928;Livingstone Airport;Livingstone Airport;ar;
LVI;C;ZM;http://geonames.org/910111 ;0.0169908890928;Livingstone;Livingstone;ar;
LYS;A;FR;http://geonames.org/6299401 ;0.111881393458;Lyon–Saint Exupéry Airport;Lyon-Saint Exupery Airport;ar;
LYS;C;FR;http://geonames.org/2996944 ;0.13163835891;Lyon;Lyon;ar;ليون
MAA;A;IN;http://geonames.org/6301127 ;0.112453955629;Chennai International Airport;Chennai International Airport;ar;
MAA;C;IN;http://geonames.org/1264527 ;0.112453955629;Chennai;Chennai;ar;تشيناي
MAD;A;ES;http://geonames.org/6299345 ;0.387592658956;Adolfo Suárez Madrid–Barajas Airport;Adolfo Suarez Madrid-Barajas Airport;ar;مطار مدريد باراخاس الدولي
MAD;C;ES;http://geonames.org/3117735 ;0.572144701857;Madrid;Madrid;ar;مدريد
MAN;A;GB;http://geonames.org/6296575 ;0.151263118018;Manchester Airport;Manchester Airport;ar;مطار مانشستر
MAN;C;GB;http://geonames.org/2643123 ;0.151263118018;Manchester;Manchester;ar;مانشستر
MCT;A;OM;http://geonames.org/286348 ;0.123403965956;Muscat International Airport;Muscat International Airport;ar;مطار مسقط الدولي|p
MCT;C;OM;http://geonames.org/287286 ;0.123403965956;Muscat;Muscat;ar;مسقط
MED;A;SA;http://geonames.org/6300021 ;0.0814361040683;Prince Mohammad bin Abdulaziz Airport;Prince Mohammad bin Abdulaziz Airport;ar;مطار الأمير محمد بن عبد العزيز الدولي
MED;C;SA;http://geonames.org/109223 ;0.0814361040683;Medina;Medina;ar;المدينة=المدينة المنورة
MEL;A;AU;http://geonames.org/6290242 ;0.198748803712;Melbourne Airport;Melbourne Airport;ar;مطار ملبورن الدولي
MEL;C;AU;http://geonames.org/2158177 ;0.174261020653;Melbourne;Melbourne;ar;ملبورن
MES;A;ID;http://geonames.org/6301237 ;;Medan Polonia International Airport;Medan Polonia International Airport;ar;
MES;C;ID;http://geonames.org/1214520 ;0.0775254505329;Medan;Medan;ar;ميدان
MEX;A;MX;http://geonames.org/6299859 ;0.267668513427;Benito Juárez International Airport;Benito Juarez International Airport;ar;مطار مكسيكو الدولي
MEX;C;MX;http://geonames.org/3530597 ;0.264293722129;Mexico City;Mexico City;ar;مدينة مكسيكو
MHD;A;IR;http://geonames.org/6300065 ;0.060141742646;Mashhad International Airport;Mashhad International Airport;ar;
MHD;C;IR;http://geonames.org/124665 ;0.060141742646;Mashhad;Mashhad;ar;مشهد
MIA;A;US;http://geonames.org/4164181 ;0.379591051184;Miami International Airport;Miami International Airport;ar;مطار ميامي الدولي
MIA;C;US;http://geonames.org/4164138 ;0.382606622755;Miami;Miami;ar;ميامي، فلوريدا
MIL;C;IT;http://geonames.org/3173435 ;0.205262963142;Milano;Milano;ar;ميلانو
MKE;A;US;http://geonames.org/5254139 ;0.0672010918083;General Mitchell International Airport;General Mitchell International Airport;ar;
MKE;C;US;http://geonames.org/5263045 ;0.0672010918083;Milwaukee;Milwaukee;ar;ميلواكي، ويسكنسن
MLE;A;MV;http://geonames.org/6301875 ;0.0814240817028;Malé International Airport;Male International Airport;ar;
MLE;C;MV;http://geonames.org/1282027 ;0.0814240817028;Male;Male;ar;
MLG;A;ID;http://geonames.org/6760932 ;0.0129974815366;Abdul Rachman Saleh Airport;Abdul Rachman Saleh Airport;ar;
MLG;C;ID;http://geonames.org/1636722 ;0.0129974815366;Malang;Malang;ar;مالانغ
MLH;A;FR;http://geonames.org/6299466 ;0.0135073294928;EuroAirport Basel–Mulhouse–Freiburg;EuroAirport Basel-Mulhouse-Freiburg;ar;
MLW;A;LR;http://geonames.org/2570351 ;;Spriggs Payne;Spriggs Payne;ar;
MLW;C;LR;http://geonames.org/2274895 ;0.0094470576969;Monrovia;Monrovia;ar;مونروفيا
MNL;A;PH;http://geonames.org/1701661 ;0.258204272681;Ninoy Aquino Manila International Airport;Ninoy Aquino Manila International Airport;ar;مطار نينوي أكوينو الدولي
MNL;C;PH;http://geonames.org/1701668 ;0.258204272681;Manila;Manila;ar;مانيلا
MOW;C;RU;http://geonames.org/524901 ;0.360379571472;Moscow;Moscow;ar;موسكو
MPL;A;FR;http://geonames.org/6299421 ;0.0243983487697;Montpellier–Méditerranée Airport;Montpellier-Mediterranee Airport;ar;
MPL;C;FR;http://geonames.org/2992166 ;0.0277297940499;Montpellier;Montpellier;ar;مونبلييه
MRS;A;FR;http://geonames.org/6299417 ;0.105836927973;Marseille Provence Airport;Marseille Provence Airport;ar;
MRS;C;FR;http://geonames.org/2995469 ;0.112701148474;Marseille;Marseille;ar;مارسيليا
MRU;A;MU;http://geonames.org/1106588 ;0.0397002390897;Sir Seewoosagur Ramgoolam International Airport;Sir Seewoosagur Ramgoolam International Airport;ar;
MRU;C;MU;http://geonames.org/934292 ;0.0397002390897;Republic of Mauritius;Republic of Mauritius;ar;موريشوس=موريشيوس
MSP;A;US;http://geonames.org/5037658 ;0.244394694787;Minneapolis-St Paul International/Wold-Chamberlain Airport;Minneapolis-St Paul International/Wold-Chamberlain Airport;ar;مطار مينابوليس-سنت بول الدولي
MSP;C;US;http://geonames.org/5037649 ;0.244394694787;Minneapolis;Minneapolis;ar;مينيابولس، مينيسوتا
MUC;A;DE;http://geonames.org/3208399 ;0.375111404266;Munich International Airport;Munich International Airport;ar;مطار ميونخ الدولي
MUC;C;DE;http://geonames.org/2867714 ;0.360050514886;Munich;Munich;ar;ميونخ
NAP;A;IT;http://geonames.org/6299627 ;0.0490468708393;Naples International Airport;Naples International Airport;ar;
NAP;C;IT;http://geonames.org/3172394 ;0.0490468708393;Napoli;Napoli;ar;نابولي
NBO;A;KE;http://geonames.org/6297307 ;0.170619286043;Jomo Kenyatta International Airport;Jomo Kenyatta International Airport;ar;
NBO;C;KE;http://geonames.org/184745 ;0.186178768575;Nairobi;Nairobi;ar;نيروبي
NCE;A;FR;http://geonames.org/6299418 ;0.140658286078;Nice Côte d'Azur International Airport;Nice Cote d'Azur International Airport;ar;مطار نيس الريفيرا الفرنسي
NCE;C;FR;http://geonames.org/2990440 ;0.140658286078;Nice;Nice;ar;نيس
NCL;A;GB;http://geonames.org/6296611 ;0.0566866048285;Newcastle International Airport;Newcastle International Airport;ar;
NCL;C;GB;http://geonames.org/2641673 ;0.0566866048285;Newcastle upon Tyne;Newcastle upon Tyne;ar;نيوكاسل أبون تاين
NCY;A;FR;http://geonames.org/6694618 ;;Annecy-Meythet;Annecy-Meythet;ar;
NCY;C;FR;http://geonames.org/3037543 ;;Annecy;Annecy;ar;آنسي
NDR;A;MA;http://geonames.org/6297214 ;0.00891538797287;Nador International Airport;Nador International Airport;ar;
NDR;C;MA;http://geonames.org/2541479 ;0.00891538797287;Nador;Nador;ar;الناظور
NIM;A;NE;http://geonames.org/6296456 ;0.0226810056449;Diori Hamani International Airport;Diori Hamani International Airport;ar;
NIM;C;NE;http://geonames.org/2440485 ;0.0226810056449;Niamey;Niamey;ar;نيامي
NKC;A;MR;http://geonames.org/6297240 ;0.0193583724926;Nouakchott Airport;Nouakchott Airport;ar;
NKC;C;MR;http://geonames.org/2377450 ;0.0193583724926;Nouakchott;Nouakchott;ar;نواكشوط
NLP;A;ZA;http://geonames.org/6296913 ;;Nelspruit Airport;Nelspruit Airport;ar;
NLP;C;ZA;http://geonames.org/971534 ;0.0444661201205;Nelspruit;Nelspruit;ar;نيلسبرويت
NTE;A;FR;http://geonames.org/6299461 ;0.0474323131989;Nantes Atlantique Airport;Nantes Atlantique Airport;ar;
NTE;C;FR;http://geonames.org/2990969 ;0.0614678081853;Nantes;Nantes;ar;نانت
NUE;A;DE;http://geonames.org/6296511 ;0.0527907803168;Nuremberg Airport;Nuremberg Airport;ar;
NUE;C;DE;http://geonames.org/2861650 ;0.0562066666484;Nürnberg;Nuernberg;ar;نورنبيرغ
ORD;A;US;http://geonames.org/4887479 ;0.499920348728;Chicago O'Hare International Airport;Chicago O'Hare International Airport;ar;مطار أوهير الدولي
ORL;A;US;http://geonames.org/4154713 ;;Executive Airport;Executive Airport;ar;
ORL;C;US;http://geonames.org/4167147 ;0.219840517327;Orlando;Orlando;ar;أورلاندو، فلوريدا
OSL;A;NO;http://geonames.org/3156088 ;0.227942341652;Oslo Airport, Gardermoen;Oslo Airport, Gardermoen;ar;
OSL;C;NO;http://geonames.org/3143244 ;0.231121079069;Oslo;Oslo;ar;أوسلو
OUA;A;BF;http://geonames.org/6296409 ;0.0205688089708;Ouagadougou Airport;Ouagadougou Airport;ar;
OUA;C;BF;http://geonames.org/2357048 ;0.0205688089708;Ouagadougou;Ouagadougou;ar;واغادوغو
OUD;A;MA;http://geonames.org/6297205 ;0.0108035722515;Angads Airport;Angads Airport;ar;
OUD;C;MA;http://geonames.org/2540483 ;0.0108035722515;Oujda;Oujda;ar;وجدة
OVD;A;ES;http://geonames.org/6299326 ;0.0155972704382;Asturias Airport;Asturias Airport;ar;
OVD;C;ES;http://geonames.org/3114711 ;0.0332123252463;Oviedo;Oviedo;ar;أوفييدو
OZZ;CA;MA;http://geonames.org/6297217 ;0.00864862980312;Ouarzazate Airport;Ouarzazate Airport;ar;
PBD;A;IN;http://geonames.org/7668578 ;0.00892296770283;Porbandar Airport;Porbandar Airport;ar;
PBD;C;IN;http://geonames.org/1259395 ;0.00892296770283;Porbandar;Porbandar;ar;
